year,week,date,team1,score1,team2,score2
2024,2,Sep. 14,Greenville,27.0,Eureka,7.0
2024,2,Sep. 14,Rhodes,49.0,Austin,13.0
2024,2,Sep. 14,Trinity (Texas),55.0,Belhaven,10.0
2024,2,Sep. 14,Knox,17.0,Beloit,13.0
2024,2,Sep. 14,Minnesota-Morris,20.0,Hamline,25.0
2024,2,Sep. 14,Centenary (La.),8.0,Texas Lutheran,31.0
2024,2,Sep. 14,Benedictine,27.0,Loras,22.0
2024,2,Sep. 14,Martin Luther,10.0,Macalester,7.0
2024,2,Sep. 14,Lyon,6.0,McMurry,48.0
2024,2,Sep. 14,Lewis and Clark,24.0,Pacific,34.0
2024,2,Sep. 14,Willamette,14.0,George Fox,37.0
2024,3,Sep. 21,North Central (Ill.),63.0,Carthage,0.0
2024,3,Sep. 21,Cortland,40.0,Susquehanna,38.0
2024,3,Sep. 21,John Carroll,31.0,Mount Union,37.0
2024,3,Sep. 21,Wabash,21.0,UW-Platteville,42.0
2024,3,Sep. 21,Salisbury,41.0,Johns Hopkins,13.0
2024,3,Sep. 21,Wooster,14.0,DePauw,51.0
2024,3,Sep. 21,Hilbert,0.0,Endicott,58.0
2024,3,Sep. 21,Wartburg,10.0,Central,6.0
2024,3,Sep. 21,Grove City,56.0,St. Vincent,7.0
2024,3,Sep. 21,Bethany,0.0,Carnegie Mellon,66.0
2024,3,Sep. 21,Redlands,0.0,Linfield,45.0
2024,3,Sep. 21,St. Norbert,0.0,Aurora,49.0
2024,3,Sep. 21,Hope,49.0,Rose-Hulman,7.0
2024,3,Sep. 21,Washington and Jefferson,55.0,Waynesburg,16.0
2024,3,Sep. 21,UW-La Crosse,13.0,BX,20.0
2024,3,Sep. 21,Augustana,3.0,Wheaton (Ill.),42.0
2024,3,Sep. 21,UW-Eau Claire,30.0,Bethel,51.0
2024,3,Sep. 21,Chapman,28.0,Whitworth,35.0
2024,3,Sep. 20,Union,20.0,Springfield,37.0
2024,3,Sep. 21,Coe,63.0,Luther,0.0
2024,3,Sep. 20,WPI,7.0,RPI,51.0
2024,3,Sep. 20,Western New England,28.0,St. Lawrence,14.0
2024,3,Sep. 20,Framingham State,13.0,Mass-Dartmouth,58.0
2024,3,Sep. 21,Lycoming,17.0,Utica,42.0
2024,3,Sep. 21,Massachusetts Maritime,20.0,Castleton,14.0
2024,3,Sep. 21,Keystone,40.0,St. John Fisher,42.0
2024,3,Sep. 21,Curry,50.0,Dean,0.0
2024,3,Sep. 21,Alfred State,0.0,MIT,20.0
2024,3,Sep. 21,Worcester State,20.0,Fitchburg State,14.0
2024,3,Sep. 21,Salve Regina,6.0,Rochester,28.0
2024,3,Sep. 21,Gallaudet,13.0,University of New England,27.0
2024,3,Sep. 21,FDU-Florham,35.0,Misericordia,20.0
2024,3,Sep. 21,Bridgewater State,14.0,Plymouth State,17.0
2024,3,Sep. 21,Lebanon Valley,40.0,Eastern,24.0
2024,3,Sep. 21,Huntingdon,49.0,N.C. Wesleyan,28.0
2024,3,Sep. 21,Berry,28.0,Randolph-Macon,24.0
2024,3,Sep. 21,Morrisville State,27.0,Catholic,28.0
2024,3,Sep. 21,Centre,34.0,Hampden-Sydney,38.0
2024,3,Sep. 21,Alma,44.0,BX,27.0
2024,3,Sep. 21,Coast Guard,47.0,Nichols,56.0
2024,3,Sep. 21,Christopher Newport,54.0,Gettysburg,37.0
2024,3,Sep. 21,Amherst,21.0,Hamilton,7.0
2024,3,Sep. 21,Trinity (Conn.),28.0,Bates,7.0
2024,3,Sep. 21,Albion,14.0,Mount St. Joseph,49.0
2024,3,Sep. 21,Juniata,37.0,Hartwick,30.0
2024,3,Sep. 21,William Paterson,27.0,McDaniel,14.0
2024,3,Sep. 21,Anna Maria,27.0,SUNY-Maritime,32.0
2024,3,Sep. 21,Wilkes,17.0,Brockport,31.0
2024,3,Sep. 21,Maryville (Tenn.),54.0,Southern Virginia,6.0
2024,3,Sep. 21,Kean,14.0,Dickinson,21.0
2024,3,Sep. 21,Delaware Valley,20.0,Stevenson,21.0
2024,3,Sep. 21,Belhaven,26.0,Brevard,42.0
2024,3,Sep. 21,Moravian,12.0,Hobart,27.0
2024,3,Sep. 21,Kalamazoo,55.0,Manchester,0.0
2024,3,Sep. 21,Sewanee,35.0,Guilford,44.0
2024,3,Sep. 21,Albright,0.0,Widener,21.0
2024,3,Sep. 21,Oberlin,0.0,Ohio Wesleyan,74.0
2024,3,Sep. 21,Williams,24.0,Colby,19.0
2024,3,Sep. 21,Middlebury,39.0,Bowdoin,15.0
2024,3,Sep. 21,TCNJ,52.0,Muhlenberg,55.0
2024,3,Sep. 21,Olivet,14.0,Hanover,56.0
2024,3,Sep. 21,King's,35.0,Alvernia,10.0
2024,3,Sep. 21,UW-Oshkosh,44.0,BX,7.0
2024,3,Sep. 21,Bridgewater,28.0,Millsaps,14.0
2024,3,Sep. 21,Washington and Lee,10.0,Trinity (Texas),16.0
2024,3,Sep. 21,Montclair State,10.0,Franklin and Marshall,35.0
2024,3,Sep. 21,Calvin,66.0,Anderson,12.0
2024,3,Sep. 21,Baldwin Wallace,55.0,Capital,21.0
2024,3,Sep. 21,Adrian,42.0,Franklin,21.0
2024,3,Sep. 21,Husson,38.0,Norwich,22.0
2024,3,Sep. 21,Marietta,51.0,Otterbein,14.0
2024,3,Sep. 21,Western Connecticut,31.0,Westfield State,13.0
2024,3,Sep. 21,Southwestern,20.0,Hendrix,35.0
2024,3,Sep. 21,Buena Vista,20.0,Loras,17.0
2024,3,Sep. 21,Simpson,14.0,Dubuque,28.0
2024,3,Sep. 21,Augsburg,34.0,Martin Luther,7.0
2024,3,Sep. 21,Beloit,16.0,Grinnell,7.0
2024,3,Sep. 21,Lake Forest,28.0,Cornell,19.0
2024,3,Sep. 21,Gustavus Adolphus,31.0,UW-Stevens Point,10.0
2024,3,Sep. 21,Chicago,27.0,Knox,13.0
2024,3,Sep. 21,Lakeland,66.0,Concordia-Chicago,61.0
2024,3,Sep. 21,Lawrence,6.0,Monmouth,52.0
2024,3,Sep. 21,Mary Hardin-Baylor,35.0,UW-Whitewater,17.0
2024,3,Sep. 21,Millikin,0.0,North Park,44.0
2024,3,Sep. 21,Ripon,14.0,Illinois College,44.0
2024,3,Sep. 21,Rockford,7.0,Benedictine,34.0
2024,3,Sep. 21,Carroll,7.0,Washington U.,35.0
2024,3,Sep. 21,Greenville,7.0,UW-River Falls,66.0
2024,3,Sep. 21,Kenyon,0.0,Denison,14.0
2024,3,Sep. 21,Muskingum,42.0,Wilmington,13.0
2024,3,Sep. 21,Minnesota-Morris,7.0,Carleton,28.0
2024,3,Sep. 21,Pacific Lutheran,27.0,Cal Lutheran,17.0
2024,3,Sep. 21,Lewis and Clark,56.0,BX,39.0
2024,3,Sep. 21,Claremont-Mudd-Scripps,27.0,George Fox,17.0
2024,3,Sep. 21,Tufts,9.0,Wesleyan,20.0
2024,3,Sep. 21,Rhodes,21.0,Shenandoah,35.0
2024,3,Sep. 21,Ferrum,36.0,Averett,10.0
2024,3,Sep. 21,Greensboro,14.0,Methodist,17.0
2024,3,Sep. 21,Ohio Northern,52.0,Heidelberg,27.0
2024,3,Sep. 21,Trine,52.0,Bluffton,20.0
2024,3,Sep. 21,Thiel,6.0,Geneva,21.0
2024,3,Sep. 21,Westminster (Pa.),42.0,Allegheny,7.0
2024,3,Sep. 21,Rowan,14.0,Ursinus,58.0
2024,3,Sep. 21,Northwestern (Minn.),19.0,UW-Stout,56.0
2024,3,Sep. 21,Howard Payne,41.0,Lyon,14.0
2024,3,Sep. 21,Eureka,6.0,Wisconsin Lutheran,38.0
2024,3,Sep. 21,Westminster (Mo.),50.0,BX,35.0
2024,3,Sep. 21,Centenary (La.),36.0,Austin,17.0
2024,3,Sep. 21,Illinois Wesleyan,55.0,Elmhurst,7.0
2024,3,Sep. 21,Texas Lutheran,10.0,McMurry,31.0
2024,3,Sep. 21,St. Scholastica,35.0,Crown,15.0
2024,3,Sep. 21,Pomona-Pitzer,14.0,Pacific,45.0
2024,3,Sep. 21,Puget Sound,49.0,La Verne,41.0
2024,4,Sep. 28,Washington U.,9.0,North Central (Ill.),49.0
2024,4,Sep. 28,St. John's,45.0,Bethel,20.0
2024,4,Sep. 28,Hardin-Simmons,7.0,BX,90.0
2024,4,Sep. 28,Mount Union,52.0,Baldwin Wallace,14.0
2024,4,Sep. 28,Susquehanna,34.0,Western New England,21.0
2024,4,Sep. 28,Oberlin,0.0,DePauw,72.0
2024,4,Sep. 28,RPI,20.0,Endicott,28.0
2024,4,Sep. 28,Nebraska Wesleyan,0.0,Wartburg,34.0
2024,4,Sep. 28,Allegheny,7.0,Grove City,58.0
2024,4,Sep. 28,Carnegie Mellon,30.0,Washington and Jefferson,27.0
2024,4,Sep. 28,Concordia-Chicago,6.0,Aurora,72.0
2024,4,Sep. 28,Hope,34.0,Alma,13.0
2024,4,Sep. 28,Wheaton (Ill.),22.0,Carroll,10.0
2024,4,Sep. 28,Springfield,52.0,Coast Guard,34.0
2024,4,Sep. 28,Heidelberg,10.0,John Carroll,48.0
2024,4,Sep. 28,Dubuque,10.0,Coe,27.0
2024,4,Sep. 28,Merchant Marine,23.0,SUNY-Maritime,20.0
2024,4,Sep. 28,Castleton,10.0,Mass-Dartmouth,60.0
2024,4,Sep. 28,Nichols,31.0,Dean,7.0
2024,4,Sep. 28,Ithaca,38.0,Curry,13.0
2024,4,Sep. 28,Norwich,0.0,WPI,14.0
2024,4,Sep. 28,Moravian,14.0,Morrisville State,6.0
2024,4,Sep. 28,MIT,6.0,Salve Regina,19.0
2024,4,Sep. 28,Hobart,52.0,Keystone,9.0
2024,4,Sep. 28,Eastern,41.0,Albright,20.0
2024,4,Sep. 28,Southern Virginia,23.0,Greensboro,42.0
2024,4,Sep. 28,Lebanon Valley,26.0,FDU-Florham,48.0
2024,4,Sep. 28,St. John Fisher,21.0,Wilkes,28.0
2024,4,Sep. 28,Framingham State,0.0,Bridgewater State,41.0
2024,4,Sep. 28,N.C. Wesleyan,12.0,Belhaven,30.0
2024,4,Sep. 28,Hilbert,0.0,Lycoming,48.0
2024,4,Sep. 28,Albion,42.0,Trine,14.0
2024,4,Sep. 28,Widener,25.0,King's,28.0
2024,4,Sep. 28,Alvernia,20.0,Stevenson,34.0
2024,4,Sep. 28,Bates,24.0,Wesleyan,13.0
2024,4,Sep. 28,Waynesburg,21.0,St. Vincent,7.0
2024,4,Sep. 28,Hiram,0.0,Denison,35.0
2024,4,Sep. 28,Catholic,15.0,Alfred,45.0
2024,4,Sep. 28,Wooster,26.0,Kenyon,32.0
2024,4,Sep. 28,Plymouth State,6.0,Massachusetts Maritime,29.0
2024,4,Sep. 28,Howard Payne,29.0,Wittenberg,36.0
2024,4,Sep. 28,Shenandoah,62.0,Juniata,27.0
2024,4,Sep. 28,Carleton,24.0,Hamline,14.0
2024,4,Sep. 28,Methodist,24.0,LaGrange,40.0
2024,4,Sep. 28,University of New England,21.0,Rochester,42.0
2024,4,Sep. 28,Misericordia,0.0,Delaware Valley,13.0
2024,4,Sep. 28,UW-River Falls,68.0,Mount St. Joseph,9.0
2024,4,Sep. 28,Hamilton,21.0,Bowdoin,28.0
2024,4,Sep. 28,Colby,16.0,Middlebury,24.0
2024,4,Sep. 28,Amherst,0.0,Tufts,25.0
2024,4,Sep. 28,Anderson,6.0,Luther,9.0
2024,4,Sep. 28,Millsaps,31.0,Sewanee,21.0
2024,4,Sep. 28,Capital,10.0,Marietta,54.0
2024,4,Sep. 28,Husson,29.0,Anna Maria,47.0
2024,4,Sep. 28,Wilmington,3.0,Ohio Northern,59.0
2024,4,Sep. 28,Ohio Wesleyan,14.0,Franklin,27.0
2024,4,Sep. 28,Williams,14.0,Trinity (Conn.),45.0
2024,4,Sep. 28,Brevard,,Maryville (Tenn.),
2024,4,Sep. 28,Huntingdon,28.0,Hendrix,31.0
2024,4,Sep. 28,McMurry,34.0,Austin,9.0
2024,4,Sep. 28,St. Scholastica,0.0,Concordia-Moorhead,35.0
2024,4,Sep. 28,Loras,14.0,Simpson,66.0
2024,4,Sep. 28,Gustavus Adolphus,28.0,Augsburg,0.0
2024,4,Sep. 28,Augustana,24.0,Millikin,20.0
2024,4,Sep. 28,Central,52.0,Buena Vista,0.0
2024,4,Sep. 28,Carthage,0.0,Illinois Wesleyan,35.0
2024,4,Sep. 28,North Park,21.0,Elmhurst,28.0
2024,4,Sep. 28,St. Norbert,40.0,Rockford,3.0
2024,4,Sep. 28,Concordia (Wis.),23.0,Benedictine,18.0
2024,4,Sep. 28,Westfield State,35.0,Worcester State,27.0
2024,4,Sep. 28,Olivet,14.0,Adrian,24.0
2024,4,Sep. 28,Case Western Reserve,56.0,Geneva,14.0
2024,4,Sep. 28,Westminster (Pa.),58.0,Thiel,6.0
2024,4,Sep. 28,Texas Lutheran,49.0,Lyon,0.0
2024,4,Sep. 28,Willamette,18.0,BX,21.0
2024,4,Sep. 28,Pomona-Pitzer,27.0,La Verne,20.0
2024,4,Sep. 28,Alfred State,0.0,Buffalo State,12.0
2024,4,Sep. 28,Fitchburg State,0.0,Western Connecticut,72.0
2024,4,Sep. 28,Union,15.0,Montclair State,17.0
2024,4,Sep. 28,Calvin,31.0,Kalamazoo,33.0
2024,4,Sep. 28,Centenary (La.),8.0,East Texas Baptist,47.0
2024,4,Sep. 28,Wisconsin Lutheran,33.0,Lakeland,31.0
2024,4,Sep. 28,St. Olaf,29.0,Macalester,0.0
2024,4,Sep. 28,Claremont-Mudd-Scripps,31.0,Cal Lutheran,13.0
2024,4,Sep. 28,Chapman,32.0,Redlands,10.0
2024,5,Oct. 5,North Central (Ill.),55.0,Wheaton (Ill.),27.0
2024,5,Oct. 5,Morrisville State,0.0,Cortland,41.0
2024,5,Oct. 5,Augsburg,20.0,St. John's,45.0
2024,5,Oct. 5,Endicott,27.0,Hardin-Simmons,35.0
2024,5,Oct. 5,Mount Union,21.0,Otterbein,0.0
2024,5,Oct. 5,Susquehanna,48.0,Catholic,14.0
2024,5,Oct. 5,UW-Platteville,30.0,UW-La Crosse,27.0
2024,5,Oct. 5,Christopher Newport,38.0,Salisbury,42.0
2024,5,Oct. 5,DePauw,53.0,Ohio Wesleyan,14.0
2024,5,Oct. 5,Grove City,62.0,Bethany,22.0
2024,5,Oct. 5,Waynesburg,0.0,Carnegie Mellon,42.0
2024,5,Oct. 5,Linfield,72.0,Willamette,0.0
2024,5,Oct. 5,Aurora,45.0,Wisconsin Lutheran,14.0
2024,5,Oct. 5,Trine,6.0,Hope,42.0
2024,5,Oct. 5,Washington and Jefferson,21.0,Westminster (Pa.),14.0
2024,5,Oct. 4,Rowan,13.0,Johns Hopkins,20.0
2024,5,Oct. 5,Bethel,43.0,Gustavus Adolphus,0.0
2024,5,Oct. 5,Whitworth,34.0,Pacific Lutheran,23.0
2024,5,Oct. 5,WPI,7.0,Springfield,51.0
2024,5,Oct. 5,John Carroll,35.0,Muskingum,10.0
2024,5,Oct. 5,Coe,43.0,Loras,10.0
2024,5,Oct. 4,Wilkes,54.0,Juniata,7.0
2024,5,Oct. 4,Mass-Dartmouth,34.0,Massachusetts Maritime,0.0
2024,5,Oct. 4,McDaniel,7.0,Gettysburg,20.0
2024,5,Oct. 4,Ursinus,53.0,Muhlenberg,50.0
2024,5,Oct. 5,Salve Regina,31.0,Merchant Marine,28.0
2024,5,Oct. 5,Nichols,28.0,Gallaudet,42.0
2024,5,Oct. 5,Fitchburg State,22.0,Framingham State,25.0
2024,5,Oct. 5,Alfred State,7.0,BX,21.0
2024,5,Oct. 5,Coast Guard,21.0,MIT,19.0
2024,5,Oct. 5,Western Connecticut,48.0,Plymouth State,21.0
2024,5,Oct. 5,Buffalo State,0.0,Unknown,55.0
2024,5,Oct. 5,Alma,73.0,Calvin,13.0
2024,5,Oct. 5,Wesleyan,19.0,Hamilton,7.0
2024,5,Oct. 5,Adrian,27.0,Albion,38.0
2024,5,Oct. 5,St. John Fisher,0.0,Brockport,35.0
2024,5,Oct. 5,Hilbert,0.0,Alfred,47.0
2024,5,Oct. 5,Union,24.0,St. Lawrence,27.0
2024,5,Oct. 5,Randolph-Macon,22.0,Shenandoah,21.0
2024,5,Oct. 5,Moravian,55.0,Keystone,14.0
2024,5,Oct. 5,Wabash,55.0,Wooster,19.0
2024,5,Oct. 5,Brevard,55.0,Southern Virginia,21.0
2024,5,Oct. 5,Case Western Reserve,58.0,Allegheny,14.0
2024,5,Oct. 5,Trinity (Texas),12.0,Centre,24.0
2024,5,Oct. 5,Geneva,16.0,St. Vincent,13.0
2024,5,Oct. 5,Guilford,0.0,Hampden-Sydney,31.0
2024,5,Oct. 5,Ithaca,7.0,Hobart,16.0
2024,5,Oct. 5,William Paterson,18.0,Kean,25.0
2024,5,Oct. 5,Maryville (Tenn.),38.0,LaGrange,13.0
2024,5,Oct. 5,SUNY-Maritime,37.0,Norwich,14.0
2024,5,Oct. 5,RPI,7.0,Rochester,14.0
2024,5,Oct. 5,Dean,0.0,University of New England,68.0
2024,5,Oct. 5,Dickinson,14.0,Franklin and Marshall,23.0
2024,5,Oct. 5,Bowdoin,14.0,Williams,34.0
2024,5,Oct. 5,Kenyon,34.0,Oberlin,0.0
2024,5,Oct. 5,Utica,65.0,Hartwick,7.0
2024,5,Oct. 5,Grinnell,17.0,Lawrence,14.0
2024,5,Oct. 5,Concordia (Wis.),10.0,St. Norbert,28.0
2024,5,Oct. 5,Manchester,3.0,Unknown,35.0
2024,5,Oct. 5,Trinity (Conn.),42.0,Tufts,24.0
2024,5,Oct. 5,Anderson,9.0,Bluffton,37.0
2024,5,Oct. 5,Heidelberg,45.0,Capital,22.0
2024,5,Oct. 5,Mount St. Joseph,49.0,Hanover,41.0
2024,5,Oct. 5,Middlebury,29.0,Amherst,21.0
2024,5,Oct. 5,Westfield State,10.0,Castleton,24.0
2024,5,Oct. 5,Franklin,14.0,Rose-Hulman,24.0
2024,5,Oct. 5,Denison,30.0,Wittenberg,20.0
2024,5,Oct. 5,Kalamazoo,12.0,Olivet,45.0
2024,5,Oct. 5,Bridgewater,41.0,Ferrum,15.0
2024,5,Oct. 5,Belhaven,31.0,Huntingdon,45.0
2024,5,Oct. 5,Simpson,14.0,Central,59.0
2024,5,Oct. 5,UW-Oshkosh,14.0,UW-Whitewater,21.0
2024,5,Oct. 5,Concordia-Moorhead,31.0,Carleton,6.0
2024,5,Oct. 5,Austin,34.0,Texas Lutheran,43.0
2024,5,Oct. 5,North Park,30.0,Augustana,27.0
2024,5,Oct. 5,Beloit,3.0,Chicago,23.0
2024,5,Oct. 5,Buena Vista,21.0,Nebraska Wesleyan,34.0
2024,5,Oct. 5,Elmhurst,23.0,Carthage,17.0
2024,5,Oct. 5,Hamline,6.0,St. Olaf,41.0
2024,5,Oct. 5,Washington U.,33.0,Illinois Wesleyan,23.0
2024,5,Oct. 5,Minnesota-Morris,14.0,Martin Luther,21.0
2024,5,Oct. 5,East Texas Baptist,28.0,Mary Hardin-Baylor,42.0
2024,5,Oct. 5,Crown,14.0,Northwestern (Minn.),69.0
2024,5,Oct. 5,UW-Stout,22.0,UW-Stevens Point,15.0
2024,5,Oct. 5,UW-Eau Claire,14.0,UW-River Falls,71.0
2024,5,Oct. 5,Greenville,35.0,Westminster (Mo.),14.0
2024,5,Oct. 5,Macalester,28.0,St. Scholastica,30.0
2024,5,Oct. 5,Benedictine,21.0,Lakeland,42.0
2024,5,Oct. 5,Montclair State,13.0,TCNJ,20.0
2024,5,Oct. 5,Ohio Northern,10.0,Marietta,45.0
2024,5,Oct. 5,Millikin,14.0,Carroll,49.0
2024,5,Oct. 5,Ripon,34.0,Cornell,37.0
2024,5,Oct. 5,Luther,7.0,Dubuque,64.0
2024,5,Oct. 5,Knox,0.0,Lake Forest,42.0
2024,5,Oct. 5,Illinois College,24.0,Monmouth,44.0
2024,5,Oct. 5,Worcester State,7.0,Bridgewater State,42.0
2024,5,Oct. 5,Concordia-Chicago,31.0,Eureka,27.0
2024,5,Oct. 5,George Fox,21.0,Lewis and Clark,24.0
2024,5,Oct. 5,Pacific,62.0,Puget Sound,34.0
2024,5,Oct. 5,Averett,0.0,Washington and Lee,35.0
2024,5,Oct. 5,Southwestern,7.0,Berry,44.0
2024,5,Oct. 5,Bates,26.0,Colby,28.0
2024,5,Oct. 5,Western New England,44.0,Anna Maria,10.0
2024,5,Oct. 5,Methodist,17.0,N.C. Wesleyan,19.0
2024,5,Oct. 5,Hendrix,29.0,Rhodes,34.0
2024,5,Oct. 5,Lyon,14.0,Centenary (La.),35.0
2024,5,Oct. 5,Claremont-Mudd-Scripps,20.0,Pomona-Pitzer,14.0
2024,5,Oct. 5,Cal Lutheran,20.0,Chapman,24.0
2024,5,Oct. 5,La Verne,17.0,Redlands,38.0
2024,6,Oct. 12,North Central (Ill.),70.0,Millikin,14.0
2024,6,Oct. 12,Cortland,45.0,Utica,7.0
2024,6,Oct. 12,St. John's,38.0,Concordia-Moorhead,31.0
2024,6,Oct. 12,Hardin-Simmons,44.0,Mary Hardin-Baylor,21.0
2024,6,Oct. 12,Wilmington,19.0,Mount Union,78.0
2024,6,Oct. 12,Keystone,6.0,Susquehanna,79.0
2024,6,Oct. 12,UW-River Falls,7.0,UW-Platteville,28.0
2024,6,Oct. 12,Salisbury,63.0,William Paterson,0.0
2024,6,Oct. 12,Wartburg,70.0,Buena Vista,21.0
2024,6,Oct. 12,Carnegie Mellon,10.0,Grove City,17.0
2024,6,Oct. 12,Lewis and Clark,14.0,Linfield,47.0
2024,6,Oct. 12,Aurora,42.0,Concordia (Wis.),14.0
2024,6,Oct. 12,Geneva,21.0,Washington and Jefferson,73.0
2024,6,Oct. 12,UW-La Crosse,33.0,UW-Oshkosh,34.0
2024,6,Oct. 11,Johns Hopkins,51.0,Gettysburg,7.0
2024,6,Oct. 12,Illinois Wesleyan,21.0,Wheaton (Ill.),42.0
2024,6,Oct. 12,Macalester,0.0,Bethel,59.0
2024,6,Oct. 12,Willamette,0.0,Whitworth,48.0
2024,6,Oct. 12,Capital,14.0,John Carroll,49.0
2024,6,Oct. 12,Central,13.0,Coe,16.0
2024,6,Oct. 11,Lakeland,49.0,Eureka,8.0
2024,6,Oct. 12,Alfred,14.0,Morrisville State,24.0
2024,6,Oct. 12,Merchant Marine,21.0,MIT,0.0
2024,6,Oct. 12,Alfred State,16.0,Curry,30.0
2024,6,Oct. 12,Catholic,14.0,Moravian,34.0
2024,6,Oct. 12,Berry,42.0,Hendrix,13.0
2024,6,Oct. 12,Lycoming,28.0,Wilkes,53.0
2024,6,Oct. 12,St. Lawrence,10.0,RPI,34.0
2024,6,Oct. 12,Misericordia,13.0,Albright,10.0
2024,6,Oct. 12,FDU-Florham,37.0,Alvernia,26.0
2024,6,Oct. 12,King's,35.0,Eastern,23.0
2024,6,Oct. 12,St. John Fisher,52.0,Hilbert,6.0
2024,6,Oct. 12,Huntingdon,42.0,Methodist,0.0
2024,6,Oct. 12,Husson,24.0,Dean,0.0
2024,6,Oct. 12,Northwestern (Minn.),34.0,Greenville,14.0
2024,6,Oct. 12,Stevenson,10.0,Widener,3.0
2024,6,Oct. 12,Bowdoin,35.0,Amherst,7.0
2024,6,Oct. 12,Brockport,53.0,Hartwick,0.0
2024,6,Oct. 12,Colby,17.0,Wesleyan,23.0
2024,6,Oct. 12,Guilford,0.0,Randolph-Macon,63.0
2024,6,Oct. 12,Dickinson,31.0,Christopher Newport,28.0
2024,6,Oct. 12,Ferrum,20.0,Shenandoah,42.0
2024,6,Oct. 12,Hampden-Sydney,26.0,Washington and Lee,28.0
2024,6,Oct. 12,Kenyon,27.0,Hiram,7.0
2024,6,Oct. 12,Rochester,0.0,Ithaca,24.0
2024,6,Oct. 12,LaGrange,31.0,N.C. Wesleyan,9.0
2024,6,Oct. 12,Allegheny,7.0,Thiel,21.0
2024,6,Oct. 12,Delaware Valley,21.0,Lebanon Valley,16.0
2024,6,Oct. 12,Franklin and Marshall,17.0,Ursinus,23.0
2024,6,Oct. 12,TCNJ,22.0,Rowan,36.0
2024,6,Oct. 12,Southern Virginia,17.0,Belhaven,38.0
2024,6,Oct. 12,Hamline,27.0,Augsburg,37.0
2024,6,Oct. 12,Lake Forest,54.0,Lawrence,7.0
2024,6,Oct. 12,Sewanee,26.0,Trinity (Texas),45.0
2024,6,Oct. 12,Westminster (Mo.),7.0,Minnesota-Morris,32.0
2024,6,Oct. 12,Otterbein,7.0,Baldwin Wallace,36.0
2024,6,Oct. 12,Bluffton,42.0,Manchester,10.0
2024,6,Oct. 12,Muskingum,42.0,Ohio Northern,30.0
2024,6,Oct. 12,Mount St. Joseph,49.0,Anderson,0.0
2024,6,Oct. 12,Hamilton,7.0,Trinity (Conn.),31.0
2024,6,Oct. 12,Averett,7.0,Bridgewater,63.0
2024,6,Oct. 12,Rose-Hulman,16.0,Hanover,37.0
2024,6,Oct. 12,Marietta,35.0,Heidelberg,7.0
2024,6,Oct. 12,Williams,29.0,Middlebury,32.0
2024,6,Oct. 12,Muhlenberg,34.0,McDaniel,6.0
2024,6,Oct. 12,Howard Payne,33.0,East Texas Baptist,42.0
2024,6,Oct. 12,Rhodes,22.0,Southwestern,45.0
2024,6,Oct. 12,Nebraska Wesleyan,14.0,Simpson,21.0
2024,6,Oct. 12,Elmhurst,21.0,Augustana,35.0
2024,6,Oct. 12,Cornell,28.0,Beloit,0.0
2024,6,Oct. 12,Carleton,13.0,St. Olaf,19.0
2024,6,Oct. 12,Carthage,16.0,Washington U.,65.0
2024,6,Oct. 12,Monmouth,49.0,Grinnell,7.0
2024,6,Oct. 12,St. Scholastica,13.0,Gustavus Adolphus,51.0
2024,6,Oct. 12,Loras,48.0,Luther,13.0
2024,6,Oct. 12,Martin Luther,30.0,Crown,14.0
2024,6,Oct. 12,Carroll,26.0,North Park,30.0
2024,6,Oct. 12,Rockford,74.0,Concordia-Chicago,45.0
2024,6,Oct. 12,UW-Stevens Point,0.0,UW-Eau Claire,41.0
2024,6,Oct. 12,St. Norbert,14.0,Benedictine,0.0
2024,6,Oct. 12,Centre,24.0,Millsaps,20.0
2024,6,Oct. 12,Hobart,31.0,Buffalo State,3.0
2024,6,Oct. 12,Austin,35.0,Lyon,17.0
2024,6,Oct. 12,UW-Whitewater,27.0,UW-Stout,29.0
2024,6,Oct. 12,Chapman,41.0,Claremont-Mudd-Scripps,13.0
2024,6,Oct. 12,Westminster (Pa.),49.0,Bethany,7.0
2024,6,Oct. 12,Kean,16.0,Montclair State,13.0
2024,6,Oct. 12,Tufts,45.0,Bates,22.0
2024,6,Oct. 12,Greensboro,9.0,Brevard,42.0
2024,6,Oct. 12,McMurry,28.0,Centenary (La.),10.0
2024,6,Oct. 12,Ohio Wesleyan,6.0,Wittenberg,17.0
2024,6,Oct. 12,Denison,48.0,Wooster,30.0
2024,6,Oct. 12,St. Vincent,0.0,Case Western Reserve,49.0
2024,6,Oct. 12,Knox,17.0,Ripon,24.0
2024,6,Oct. 12,Chicago,37.0,Illinois College,50.0
2024,6,Oct. 12,Pacific Lutheran,34.0,Pacific,18.0
2024,6,Oct. 12,Puget Sound,14.0,George Fox,40.0
2024,6,Oct. 12,Redlands,7.0,Pomona-Pitzer,10.0
2024,6,Oct. 12,Cal Lutheran,31.0,La Verne,17.0
2024,6,Oct. 13,Wabash,52.0,Oberlin,0.0
2024,7,Oct. 19,North Park,0.0,North Central (Ill.),69.0
2024,7,Oct. 19,Cortland,59.0,Alfred,17.0
2024,7,Oct. 19,St. John's,48.0,Carleton,7.0
2024,7,Oct. 19,Hardin-Simmons,17.0,McMurry,12.0
2024,7,Oct. 19,Heidelberg,10.0,Mount Union,52.0
2024,7,Oct. 19,Juniata,21.0,Susquehanna,66.0
